"File Number","MAE Ets","MAE Arima","MAE Prophet"
1,0.727268736578923,0.750772032682351,7.00979119357474
2,0.588566444188987,0.553959256520408,24.3621439815101
3,0.660929838902326,0.740179085130195,17.542601887105
4,1.17700396164762,0.96646620121064,6.80965152946452
5,0.788916381807708,0.793182353387761,11.3789089734703
6,0.763494846418136,0.773882291473721,16.9478712601063
7,0.959481570039241,0.97202368664625,7.35114101485779
8,0.875761138424062,0.837290387770096,8.23170900267486
9,0.934457602828516,0.798994753322437,21.1960085528205
10,0.94555945119234,0.788562504854832,14.8952252567627
11,0.996308707325847,0.769109712549103,6.06931685015666
12,0.743226826032622,0.648091969738263,6.7780848718963
13,0.792577164541334,0.808561125232329,8.07842858235614
14,0.861272231161268,0.84173125037806,21.3251309009308
15,0.761735683677382,0.718281439823069,5.63642623062385
16,1.21074080618708,0.479382545232795,47.4937867414163
17,1.05966665659722,0.700612053285559,16.664654737901
18,0.773661225408688,0.784816979301259,0.77033796600818
19,1.28893882831681,0.809991666976656,16.0754917624928
20,0.796310618231888,0.731867404109476,46.854210374976
21,1.44948183311402,0.916442946988775,19.7169818345285
22,0.879021193451923,0.810423018443797,26.459795083549
23,0.759371285007705,0.770471799766252,25.3540324888671
24,1.03538500434604,0.677517786830944,23.6158661527591
25,0.606595680140614,0.855465886651286,16.8898367999708
26,0.876408018762382,0.773933674985253,11.5449819085582
27,0.59329763394877,0.734108412858965,2.9235090976066
28,0.92833586894737,0.872383101780587,26.0591474642245
29,0.692990950096466,0.425346021746455,4.61150797793
30,0.444397544237127,0.515590474684854,0.611940042544126
31,0.627948725020051,0.807905851487384,7.17779741538147
32,0.756726665990605,0.862240655892575,18.1668352085463
33,0.757875174003465,0.8144997399856,24.8603135065443
34,0.663677972794148,0.791959145917816,20.5146881563077
35,0.603627746974157,0.627468349983723,53.2919157765191
36,0.683855039890864,0.755445041655689,2.57641717962108
37,0.880373224596526,0.690031980659765,69.621696513343
38,0.785336673098682,0.742567340271245,45.7078966722803
39,0.791474016728448,0.7428648865613,16.9421690048665
40,0.907244844025854,0.393823854404141,5.9690203054787
41,1.44524673855076,0.655623785087794,39.8294750572895
42,0.851913072085257,0.559128885184082,2.91917357118722
43,1.0424898626048,1.0177349447267,2.86377768833706
44,0.791186983685536,0.736094947681304,2.55909943629182
45,0.800812149709758,0.862143913244301,22.4093859938364
46,0.857701141523976,0.874388614147165,3.93315456807635
47,0.488384609132302,0.728910142825428,19.7542922555634
48,0.924955694655882,0.86547031087867,12.8085148871094
49,0.679027900509257,0.851036828266902,8.29957514720688
50,0.696753041332133,0.661835266811436,4.41118433390719
51,1.23108772786049,1.01601492577777,21.5257336630564
52,0.874060298513482,0.794312311919153,19.3955178152287
53,0.893071544419477,0.903324990992242,31.102729407024
