File Number,MAE Ets,MAE Arima,MAE Prophet
185,0.448584182,0.42035458,12.72095225
186,0.961114398,0.80459376,12.64852036
187,0.570755797,0.619724306,3.337712774
188,0.60311813,0.631543877,11.75757281
189,0.788994465,0.670619168,3.415647871
190,0.66525139,0.656944906,5.140487059
191,0.685910811,0.783427105,24.84069636
192,0.771692405,0.776996511,19.79096169
193,0.843835531,0.838144611,29.64943686
194,0.760549022,0.756904427,24.67390264
195,0.643315181,0.626797364,23.59238274
196,0.733854913,0.741897708,2.798812548
197,1.857379461,1.447986792,20.04569085
198,0.801707941,0.660783284,2.537017871
199,0.71992642,1.568479949,5.808389134
200,0.780659261,0.516085096,3.713392943
201,0.644723393,0.502391675,32.20222414
202,0.657300276,0.697335622,5.656268917
203,0.566463696,0.524055964,6.056429324
204,1.593845829,0.682428992,9.687607656
205,0.816823083,0.747611111,2.692154663
206,0.508149016,0.52803784,46.25654791
207,1.582580377,1.175718121,4.847909559
208,0.728145648,0.541612946,9.384164357
209,0.769645313,0.787304149,23.93683439
210,0.67114329,0.645918634,27.95824627
211,0.616212104,0.731492251,30.82668723
212,0.688573704,0.666226539,16.06984057
213,0.535036761,0.498795755,18.80344881
214,0.628129327,0.663992841,2.762598801
215,1.006364323,1.007062547,1.955194363
216,0.716087607,0.724645339,14.54252947
217,0.710117174,0.683974528,17.35538547
218,0.651409167,0.618637684,6.987700721
219,0.576876528,0.576876528,3.783147233
220,0.482329717,0.730727246,10.34591961
221,0.617234926,0.63943966,1.761461464
222,0.737958212,0.768441261,11.15241322
223,0.994374715,1.024937587,28.27547714
224,0.823622448,0.91876958,8.683862779
225,0.617456897,0.615157106,3.11949101
226,0.872957602,0.867511033,25.60019938
227,0.7546227,0.815745404,2.499089961
228,0.715913007,0.77130225,17.30284624
229,0.607052784,0.617238455,25.12384897
230,0.889154355,0.792322918,41.98589622
231,0.586270246,0.600053324,6.187943756
232,0.915540371,0.963476916,3.121807537
233,0.750480031,0.787630974,6.539692652
234,0.70501131,0.763446874,1.676544828
235,0.714127763,0.666737373,7.736016535
236,1.024848182,0.989151499,11.13407089
237,1.013227689,1.01999652,13.03001066
238,0.924340308,0.922046937,10.91766325
239,0.730557629,0.821950069,4.863244694
240,0.670271368,0.700168125,10.17554151
241,0.992410023,1.004895522,13.85288238
242,0.624945356,0.635106388,10.58110051
243,0.681514305,0.683982742,5.14357661
244,0.927440797,0.938040141,3.717400371
245,0.786153702,0.773748013,20.5045806
246,0.637116421,0.653618313,6.736387199
247,0.697022833,0.836307819,0.837857276
248,0.828286643,0.845085271,6.117401537
249,0.76879666,0.733336826,1.004759861
250,0.719488638,0.758513823,3.179307758
251,0.607812212,0.759007945,8.329597508
252,0.726950802,0.757120496,4.307070869
253,0.848766519,0.908439586,3.049617277
254,0.939931286,0.981177547,4.26483378
255,0.69430503,0.695687043,1.860942675
256,0.636731222,0.774015874,15.74311684
257,0.835267802,0.727758378,1.682916244
258,0.782501753,0.73357594,15.87839382
259,0.662948106,0.730251299,34.46380323
260,1.031793298,1.021083482,23.21269256
261,0.823114375,0.790763715,2.317071716
262,0.691039932,0.677579364,31.91576773
263,0.587450117,0.563950718,27.44146614
264,0.834889904,0.764823848,11.49593834
265,1.323524007,0.763592957,4.320864792
266,0.558218755,0.577961265,14.54667453
267,0.634187469,0.776379125,23.95322314
268,0.637873017,0.628273585,28.81363846
269,0.85356586,0.837864983,30.95484658
270,0.958406747,0.999469036,3.110000258
271,0.708309823,0.654851395,23.82496679
272,0.744404889,0.661392555,10.10741561
273,0.917811615,0.660596814,16.09394533
274,0.83725487,0.611655065,7.211822183
275,0.752410155,0.739985785,15.09442675
276,0.369934702,0.349953562,9.75989283
277,0.915657099,0.96153904,19.20600842
278,0.6843927,0.770947624,7.569310708
279,0.661794312,0.661578693,7.677447148
280,0.707995573,0.729437817,2.398160778
281,0.535823098,0.535823098,11.79290855
282,0.973146278,0.97822152,9.119435803
283,0.579825108,0.553003218,3.20972023
284,0.538708494,0.613935043,3.183606253
285,0.813228379,0.888034428,3.72348094
286,0.556116496,0.637620295,1.449391476
287,0.730425767,0.781659423,1.509589622
288,0.722777558,0.713069549,1.492878283
289,0.75993083,0.807907356,0.51865702
290,0.667639809,0.674183254,4.341364376
291,0.564766037,0.678168797,2.370821182
292,0.779473107,0.675076399,2.39138302
293,0.542163275,0.55201435,2.217034723
294,0.647170771,0.692780157,1.074478459
295,0.604620871,0.645820554,0.789883531
296,0.509100015,0.540309601,1.170497721
297,0.842534157,0.550867429,1.600794241
298,0.723090344,0.75322555,3.767692247
299,0.977257482,0.830471537,6.066371725
300,0.855259688,0.93510713,3.399026583
301,0.831434811,0.78004131,0.787573899
302,0.837256671,0.825548813,1.551155058
303,0.83137262,0.797822956,0.645477095
304,0.704094881,0.70436333,5.580659022
305,0.565947378,0.557818343,15.76159767
306,0.794190637,0.725954411,1.417826397
307,0.679050044,0.569907721,1.973438316
308,0.836294697,0.836294697,3.417665712
309,0.6126745,0.724201898,2.497533542
310,0.424915853,0.523625831,5.337982111
311,0.671021136,0.680026771,4.007627269
312,0.808862572,0.808862572,6.306152244
313,0.500990637,0.495888111,8.78390475
314,0.560046973,0.471478055,3.685718344
315,0.767567417,0.774963867,4.746657836
316,0.506873371,0.525152232,3.726260903
317,0.569968321,0.530460454,3.483451245
318,0.808476277,0.821339515,5.330122974
319,0.756726753,0.665703756,6.833870303
320,0.676186195,0.662147108,6.158062597
321,0.613031011,0.510638393,2.183399846
322,0.425184004,0.462786461,3.135722148
323,0.891222797,0.827582221,3.807422951
324,0.633282846,0.656902724,7.279754397
325,0.525192252,0.652997453,5.800341838
326,0.565324011,0.595902969,1.973616192
327,0.804673354,0.825094749,4.149545243
328,0.843652533,0.915424581,2.221485464
329,0.732845724,0.722472999,9.544262919
330,0.629989098,0.778802059,2.14593817
331,0.732661243,0.783768835,1.056137988
332,0.736658255,0.714511707,3.121748331
333,0.692253767,0.768790457,9.745633164
334,0.820241878,0.914465212,3.59231692
335,0.6853099,0.681223597,1.075605887
336,0.890621323,0.884184454,1.419528325
337,1.057949231,0.884002772,1.047099917
338,0.851793323,0.883478071,5.186335394
339,0.585888107,0.525203222,5.181261663
340,0.936005359,0.578845111,4.255447054
341,0.742960046,0.730443654,6.833828253
342,0.434142545,0.432803071,5.674248103
343,0.830892963,0.835506976,3.082825012
344,1.015716429,1.001094847,8.286023975
345,0.841251551,0.799217281,3.581906446
346,0.68115522,0.437901719,6.033393719
347,0.764860003,0.8685488,0.68438776
348,0.694413329,0.694413329,4.683042446
349,0.587655025,0.565241848,3.071791195
350,0.54200379,0.660604201,1.229793288
351,0.845763854,0.845393743,6.25343664
352,0.491259755,0.659039298,8.328254702
353,0.764007313,0.795845191,2.555967955
354,0.704557894,0.715323316,3.956618879
355,0.66507908,0.657755338,4.376235154
356,0.635312105,0.708284136,3.447133848
357,0.693067262,0.873712556,2.106256137
358,0.753107385,0.819103899,7.047339853
359,0.51355794,0.621503337,3.094871789
360,0.74479239,0.715896465,4.605717624
361,0.661597826,0.909269571,1.867251485
362,0.807333153,0.908327677,2.482149016
363,0.712358053,0.688776802,1.637969617
364,1.330220824,0.853466482,2.532288028
365,0.693049173,0.666345704,11.97493533
366,0.550165096,0.569239397,7.871365208
367,0.558401275,0.529013151,2.145479971
368,0.774704822,0.691960631,2.164308062
369,0.631313701,0.525755834,4.505431444
370,0.700838467,0.729669375,3.356166902
371,0.576226152,0.614707737,2.065218793
372,0.808044524,0.763165438,0.351644565
373,1.066091688,1.068340493,1.655913102
374,0.584035887,0.712859123,0.573996365
375,0.565258815,0.595812486,2.342295871
376,0.838459584,0.883527505,0.997318577
377,0.715794439,0.699562625,5.023350397
378,0.672182261,0.685963096,1.76154651
379,0.781426081,0.77521354,0.913320493
380,0.896733555,0.864800396,19.59575276
381,0.628597363,0.615783762,7.279890536
382,0.844955461,0.856685743,4.831258552
383,0.93624791,0.961080057,7.880298454
384,1.011222337,0.964937554,1.608542059
385,0.893689524,0.87730868,6.291597484
386,0.671573377,0.692452132,5.099624532
387,0.609633218,0.682149688,4.807771895
388,0.81097737,0.817200406,1.115695616
389,0.948042481,0.955045777,1.012024091
390,1.005408225,1.022766895,0.881743566
391,0.588129713,0.589278555,9.495343833
392,0.628864175,0.636294688,2.677537679
393,0.643670478,0.645340005,1.493592118
394,0.771960012,0.732732304,4.216400922
395,0.999473274,0.982595245,1.915111541
396,0.860833913,0.992979031,1.442394583
397,0.985336004,0.937739581,2.675886872
398,0.992503277,0.959866885,0.727575754
399,0.600818689,0.610353592,1.023277336
400,0.703635105,0.685520179,3.99882554
401,0.675289142,0.685612566,0.975725588
402,0.778993837,0.658255528,2.751831801
403,0.706050819,0.699466763,2.363914963
404,0.777244073,0.772879469,8.778287185
405,0.985016966,0.855963499,12.32849884
406,0.653032624,0.688644306,0.91695223
407,0.653572539,0.753601507,1.562645694
408,0.725049744,0.661999443,3.666381848
409,0.672486039,0.686740788,2.509283731
410,0.756130602,0.848910648,0.595132724
411,0.704856621,0.795253732,1.197613955
412,0.478518788,0.487661088,4.219225796
413,0.666491012,0.565135879,9.253766001
414,0.646586338,0.604325227,4.079236188
415,0.636831964,0.772306993,2.555410709
416,0.971420435,0.852340726,7.555117493
417,0.733272633,0.77810004,6.556839614
418,0.783550328,0.820913429,2.756612446
419,1.378765343,1.412990197,1.385038882
420,0.787705018,0.766025552,2.905034172
421,0.862033958,0.865949376,4.69864189
422,0.755868872,0.761500296,1.614390827
423,0.793801145,0.689748624,4.921460149
424,0.683013039,0.823774457,7.102028358
425,0.677838802,0.55521756,4.536454667
426,0.745374745,0.781802787,5.419864576
427,0.979512877,0.825574537,4.49104915
428,0.494879942,0.495694409,10.59576285
429,0.695185444,0.698837217,0.868832149
430,0.92239957,0.896143544,4.541208314
431,1.206163286,1.201605142,1.140501835
432,1.336679043,1.273465754,1.936030565
433,1.713420424,1.708455304,2.515832172
434,0.530817367,0.54188004,7.827575702
435,0.852691929,0.849044314,3.869548002
436,1.481961938,1.474524102,3.085781604
437,0.798919672,0.785620201,6.074381639
438,1.495865929,1.478515341,1.049947008
439,1.202942498,1.176753687,2.699390939
440,1.094219939,1.116720567,1.020840289
441,0.34721158,0.356808659,1.581871126
442,0.512300563,0.643821251,17.98841093
443,1.023588879,1.004023348,7.2237299
444,0.609648487,0.566690505,4.733769566
445,0.86485497,0.882016913,3.973893717
446,0.735658967,0.674079833,1.415012755
447,0.940626983,0.881368775,2.468842661
448,0.518871446,0.546084859,0.507092377
449,0.955851327,0.970142995,4.761639156
450,1.340691757,1.356345993,10.13154639
451,1.066137569,1.053696386,5.113080819
452,0.622226489,0.616206711,3.826794714
453,0.718464059,0.767701818,5.316867642
454,0.578506276,0.581089994,8.433255067
455,1.04551406,1.050162451,1.037976763
456,0.586210854,0.588121801,7.359797846
457,0.686705291,0.70677903,1.804425927
458,0.866365974,0.849226433,1.353503353
459,0.676344234,0.690663343,1.20900789
460,0.438994559,0.418648406,4.685327576
461,0.480198531,0.483323493,1.871392461
462,0.634019735,0.631277268,5.7723605
463,0.626685749,0.743878603,6.725718257
464,0.517889769,0.518019187,4.956852019
465,0.671442593,0.671343284,4.944795285
466,1.149538164,1.101964301,5.21960301
467,0.521238323,0.620732621,8.958448124
468,0.646130942,0.659225113,7.272588088
469,0.58261118,0.594371974,2.163941419
470,0.962892248,0.981651695,6.280143433
471,0.731248676,0.738021351,4.200252433
472,0.752259256,0.346862375,15.32523198
473,0.645781612,0.610281105,4.817502679
474,0.547225183,0.698894554,2.489851624
475,0.791667052,0.796194221,0.678087847
476,0.795765031,0.804023364,0.708408066
477,0.750717659,0.759549756,1.362632699
478,0.723988935,0.71849143,1.066948618
479,0.793320489,0.788890942,2.186733564
480,1.264456586,1.252256461,1.199210141
481,1.626155482,1.617305577,0.301970424
482,1.639542401,1.631901104,1.187492254
483,1.612692028,1.621553446,1.02202847
484,1.114435358,1.12559026,0.349862956
485,0.984226126,0.947234643,0.918430411
486,0.450537644,0.499592749,0.713308595
487,0.977700058,0.976517005,1.05305345
488,0.859243464,0.894685591,0.699120402
489,0.958418342,0.973189688,0.93052753
490,0.650468687,0.651851324,0.775586187
491,1.02778684,1.050689157,1.082441957
492,1.474176566,1.511591583,0.413069032
493,0.948875318,0.941348969,1.156835387
494,0.700335431,0.756429907,0.880690461
495,0.926186235,0.992321417,0.484320906
496,0.921541947,0.959517557,0.386987147
497,1.065981717,1.05857715,0.498748131
498,0.758245504,0.758245504,0.854038875
499,1.038148738,1.184797297,1.249514057
500,1.450433264,1.436062948,0.568630853
501,0.646247931,0.691025863,0.802286006
502,1.01896364,1.036357426,1.145575178
503,1.430116043,1.428356705,1.70505346
504,0.481326378,0.476964758,4.786907767
505,0.922769475,0.934412098,1.290392592
506,0.781339802,0.781320012,0.757382187
507,0.688176747,0.692936757,0.852983913
508,0.564164578,0.561987321,1.449577256
509,0.756675615,0.756675615,1.551717686
510,0.698922127,0.716245584,1.527854205
511,0.822942996,0.820146743,0.967907104
512,0.490229665,0.493102731,0.602364744
513,0.682301534,0.69579234,0.682520497
514,1.088105542,0.846268442,1.431136623
515,0.979112294,1.024693865,0.525097101
516,0.952186607,0.969193285,0.448000049
517,0.257248209,0.328032875,1.462546541
518,0.360976439,0.380234912,12.88453452
519,0.703391624,0.672601831,2.137825338
520,0.671030071,0.665650579,0.704369949
521,0.780519884,0.784706463,1.771156079
522,0.954210767,0.948420084,1.56579193
523,0.735894106,0.710261133,1.378091386
524,0.504471656,0.499300508,0.809937326
525,0.641696687,0.616401538,0.280062783
526,0.981303736,0.947376123,0.26678872
527,0.469416601,0.657862424,0.889392929
528,0.738368809,0.736744009,0.437869532
529,0.898921991,0.839547335,0.433850528
530,0.507447121,0.525703434,1.658469998
531,1.350057406,1.358220153,0.274819679
532,0.899486694,0.902396648,0.269843124
533,0.358225751,0.360560001,1.251045952
534,0.982230893,0.980235325,0.958310417
535,0.706438659,0.378529628,7.313238016
536,0.91120406,0.910318387,6.168613956
537,0.70868662,0.686835237,6.056132975
538,0.720287214,0.712104502,5.87878348
539,1.015721032,0.991361437,0.826451264
540,1.517658404,1.52507406,1.997797335
541,1.648530244,1.537040751,1.892106085
542,1.303843304,1.326265655,1.085543834
543,1.14953567,0.897584088,0.492444273
544,0.374122109,0.404407197,1.025274103
545,0.826927717,0.846843618,0.568242442
546,0.867221331,0.876657391,0.970768184
547,0.996461573,0.956912226,0.705478065
548,1.380181691,1.406676812,1.673788091
549,0.61753088,0.624448199,7.308447116
550,0.684598646,0.683680691,9.558364018
551,0.52471493,0.506822424,5.69762363
552,0.994702495,1.040118837,1.531920072
553,1.689833394,1.685955438,1.036949851
554,0.815881236,0.806003943,0.588831893
555,0.874950812,0.864997801,0.612954602
556,0.959970155,0.928069759,7.363416487
557,0.822982364,0.784409119,8.936842865
558,0.740174212,1.010618269,3.872892866
559,1.013247088,0.993120294,5.095265176
560,0.976684792,0.959447759,0.621833052
561,0.932110923,0.910090996,1.099061942
562,0.904981341,0.879829703,0.912996889
563,0.459941445,0.456846057,1.476490152
564,0.798637402,0.844657354,0.603022715
565,1.066801421,1.120811823,1.250417247
566,0.539450176,0.539450176,0.643682625
567,0.747899706,0.770486543,0.709662528
568,0.728910602,0.750785518,0.72749591
569,0.571204337,0.554597557,7.58835898
570,0.775564687,0.701601084,7.566518743
571,1.296165209,1.24185403,1.699798115
572,0.574691338,0.505153089,9.136041199
573,0.356022357,0.351788249,10.89439381
574,0.478115973,0.531477169,8.871014472
575,1.30090771,1.239624158,7.087380093
576,0.687112882,0.631364802,10.81196595
577,0.651201982,0.670144589,0.584904222
578,0.616247176,0.629331653,0.641986472
579,0.956640666,0.944515469,1.699086107
580,0.692242142,0.719143286,0.63863858
581,0.459341416,0.547026929,0.816210629
582,0.742787642,0.7996875,1.349230383
583,0.759359004,0.715068937,1.22058688
584,0.988473663,0.972624246,0.06119216
585,0.615902262,0.617237925,0.570843068
586,0.644171349,0.645205896,0.852332949
587,0.470152977,0.496951613,1.013507315
588,0.455289429,0.453956689,0.484034508
589,0.598927702,0.598031405,0.739598264
590,0.453601238,0.447026157,1.144727832
591,1.043722937,1.041032628,0.30640296
592,0.370707443,0.376845813,0.876099593
593,0.471101547,0.466840654,1.053777972
594,0.377783471,0.375557896,0.888602712
595,0.69155712,0.694050228,0.939402191
596,0.968263032,1.028646479,0.671038243
597,0.620492548,0.637037171,0.76252442
598,0.832931523,0.828938714,0.352143287
599,0.419967118,0.414469704,0.533021898
600,1.149306438,1.149789298,1.161660722
601,0.666833764,0.907486603,0.911027657
602,0.924752144,0.916090855,0.977450634
603,1.920247137,1.923599842,1.387523534
604,1.344776681,1.369922745,0.27124116
605,1.170466585,1.168183425,1.737024276
606,1.714891742,1.717326228,1.044202829
607,0.558331552,0.606442546,0.390591523
608,1.499414328,1.517054081,0.732515227
609,1.312564798,1.314566162,0.67366276
610,0.714172334,0.768359233,13.10145261
611,1.153467517,1.226017731,1.018349457
612,0.860343986,0.984976117,1.143159555
613,1.332645655,1.375496012,0.822976088
614,1.243715373,1.29996772,0.859818007
615,0.960239579,0.980258168,0.447559253
616,1.078097616,1.115372419,0.430536786
617,1.078231851,0.98210073,0.785754638
618,1.597821081,1.62094436,0.761482916
619,0.501845858,0.494277369,0.442667276
620,1.198981636,1.266149591,0.896458505
621,0.865932455,0.871220327,0.814506307
622,1.182027656,1.254278176,0.879458744
623,1.57738353,1.583383753,1.048257082
624,0.739748443,0.743304884,0.981316305
625,1.257108411,1.248462978,2.199468136
626,0.976943316,0.901159232,1.534726778
627,1.265953064,1.262086803,2.17230332
628,1.570323892,1.593409067,1.110507278
629,0.961870967,0.936255559,1.293299926
630,1.052118112,1.033386362,1.334385275
631,1.085846412,1.107557717,2.21843264
632,0.914968799,0.941241723,0.993633216
633,1.183788043,1.221308522,3.386867428
634,0.667642296,0.903303276,8.644371056
635,1.664980458,1.654149908,3.038735676
636,0.896556634,0.887002475,0.999379842
637,0.71984209,0.900112586,2.541282638
638,0.445004226,0.442855475,3.294412346
639,0.762110246,0.772190834,3.455564537
640,1.105805198,1.160862399,2.348845491
641,0.93045833,0.881042483,1.590540301
642,1.20388307,1.213628595,2.393642771
643,0.858491154,0.843939817,0.582907152
644,0.884295112,0.867101099,3.106133101
645,0.730410004,0.668025195,0.453364919
646,1.960270017,1.967325413,2.0616392
647,1.485934904,1.525669545,3.815058343
648,1.448497187,1.469372774,3.814940642
649,0.640446819,0.617549122,2.722064214
650,1.318072346,1.350595234,4.532453823
651,1.315426055,1.313160806,1.062776742
652,1.282031437,1.087014692,0.936360672
653,0.812009429,0.824796217,0.574848712
654,0.97039297,1.002388741,0.471538862
655,0.912559448,0.933809649,0.524101448
656,0.30155211,0.294128354,0.98236157
657,1.267464606,1.265082754,0.589234982
658,1.044970784,1.010052627,0.935434084
659,1.075355955,1.036473207,0.439571757
660,0.704749373,0.742433348,0.384174175
661,0.726436441,0.734839945,1.071562714
662,1.12024585,1.137380752,0.339234912
663,1.317367127,1.298732054,0.664667412
664,0.857626649,0.856167824,0.604926122
665,0.610664528,0.6090567,0.593517181
666,1.27434258,1.338424915,0.75383038
667,1.023167514,1.039961791,0.350469009
668,0.837623993,0.85076975,1.819859925
669,0.7042637,0.656319397,0.734252124
670,0.569073303,0.604600099,0.76148234
671,0.708234764,0.816840652,0.757136794
672,0.648191413,0.691348119,0.84641664
673,0.869209907,0.842388516,0.637877728
674,0.77775243,0.8079582,0.748147937
675,0.979503861,1.013658005,0.908710517
676,0.460055321,0.457920509,0.425267593
677,0.816491779,0.947991516,0.835526467
678,0.530515144,0.536688808,1.881825481
679,0.691620097,0.739383841,1.048254671
680,0.615767229,0.61049105,0.941906171
681,0.999808275,0.998885927,1.234611917
682,1.415702733,1.392285287,1.029617288
683,0.755239877,0.793258718,0.733626891
684,0.964811979,0.987073916,0.95238417
685,1.239562936,1.281579728,0.976853993
686,1.081470613,1.176126666,0.855495854
687,0.849225326,0.853504089,0.928801754
688,0.848710017,0.85364206,0.922583078
689,0.860088898,0.850611218,0.623825208
690,1.00627625,0.996524026,1.02414147
691,0.561018575,0.654661634,0.57968031
692,1.978975219,0.270093355,4.057904975
693,1.35302181,1.381762856,2.537133839
694,1.117844909,1.147474704,1.585959845
695,0.947386831,0.94174597,1.070418297
696,0.824671953,0.946844512,0.826084376
