File Number,MAE Ets,MAE Arima,MAE Prophet
697,1.130079953,1.149154681,0.230990435
698,0.895972978,1.017717945,0.762766746
699,0.590307568,0.529883576,0.771662001
700,0.545810148,0.545980257,0.478648733
701,0.608210672,0.70053164,2.035131363
702,0.853352154,0.854603095,4.090458694
703,1.267898681,1.241436351,1.685525136
704,1.271641979,1.285558986,1.015522318
705,0.204458201,0.200486941,5.110763455
706,0.779192615,0.797233168,4.339101745
707,0.716343758,0.704634741,0.774333126
708,0.897932129,0.897932129,1.421653556
709,0.613105646,0.598656813,0.677654011
710,0.993330729,0.972023668,1.080129555
711,0.815180785,0.815854909,4.919466793
712,0.855221994,0.850475669,6.478538067
713,0.982591344,1.000885111,0.438113357
714,1.005827399,1.0810019,0.482769148
715,0.932496096,1.027742095,0.414479747
716,0.817972895,0.833826054,0.989601058
717,0.858182553,0.858845572,5.160351499
718,1.437952407,1.423317087,0.446679892
719,1.515731994,1.501105599,1.980198918
720,1.659172568,1.65824745,1.575718423
721,0.651975346,0.653947611,0.534028492
722,1.393079229,1.101604579,1.063696031
723,1.370121235,1.356842176,1.61924991
724,1.017854685,0.989487844,1.632507022
725,1.299237806,1.302092526,1.395152012
726,0.848213595,0.966825847,0.898171301
727,0.725786677,0.757543692,1.104705532
728,0.929900789,0.939519041,0.245856703
729,0.868412136,0.868412136,0.83073831
730,0.745589579,0.788393559,1.768851078
731,1.092931043,0.999728282,1.319379175
732,1.633124304,1.640501835,0.508235717
733,0.676532066,0.749023533,0.603969541
734,1.089214548,1.047850247,0.51913582
735,1.462383638,1.441728879,1.918527863
736,1.546638345,1.563299086,0.774372556
737,0.624612524,0.635548789,5.321948378
738,0.927792748,0.893831824,4.303991359
739,0.705748572,0.689701479,3.435444858
740,0.917504862,0.948203608,0.406262201
741,0.397915312,0.404738728,0.767608686
742,0.460615314,0.460091916,0.864245642
743,0.659004295,0.689742298,1.031845217
744,0.26774735,0.271505752,1.314660263
745,0.847184855,0.843854406,0.756253952
746,0.769779095,0.769624917,1.178273358
747,0.799864822,0.761480464,0.765005364
748,0.409389025,0.428957145,3.795179958
749,0.531577233,0.547681672,1.632864003
750,0.872126637,0.804844058,0.811587357
751,0.460357434,0.460368208,1.841524616
752,0.417022775,0.411187729,3.6859247
753,0.532087384,0.534215405,0.422559203
754,0.627745605,0.642516975,0.961415438
755,0.413908707,0.415591059,1.659384543
756,0.355157546,0.368669649,3.952636757
757,0.64883848,0.679726847,0.73788706
758,0.631105616,0.666181121,0.735393358
759,0.517732982,0.527337669,1.120089669
760,0.788147378,0.741005811,2.20806737
761,0.700631775,0.706977763,0.711790211
762,0.742007186,0.88628856,0.562502919
763,0.90348907,0.920680284,0.922561768
764,0.87401832,0.853143305,0.737253412
765,0.742915347,0.754293056,2.587361337
766,1.439443896,1.465182655,0.342302207
767,1.333256861,1.330987982,0.567612428
768,0.708875493,0.631324,0.422787282
769,0.659395459,0.601242099,0.874530748
770,1.3367322,1.376359326,0.228672885
771,0.437530156,0.439988206,0.795128904
772,0.361792105,0.377909465,2.091730167
773,0.938264824,0.971857848,0.331237371
774,1.454428554,1.450724628,1.122906269
775,0.799301551,0.797222606,1.166700379
776,1.126879488,1.110629452,0.251292634
777,1.310706781,1.309891615,1.165554608
778,0.459524596,0.457423786,0.878582358
779,0.488247166,0.491928146,1.024444803
780,0.625931506,0.612661311,5.405752634
781,1.604586709,1.604515484,0.19901206
782,0.457563908,0.466991681,8.904038994
783,0.984437313,0.980783236,7.121516567
784,0.5385949,0.537983611,14.89113808
785,0.616801002,0.617727025,15.66465444
786,0.484221554,0.481238554,3.122687033
787,0.54510125,0.540102933,3.306813053
788,0.160093099,0.156043701,8.022983488
789,0.478615419,0.468679444,9.531678311
790,0.585710867,0.573767617,9.901436236
791,0.763029784,0.75125047,7.846642458
792,0.922997274,0.924007143,8.229547497
793,0.868044181,0.835036305,11.52524382
794,0.730063737,0.730063737,5.393419569
795,0.7655876,0.812660446,0.360814078
796,0.852428298,0.826160896,1.670277169
797,0.545263686,0.544147911,6.82051914
798,0.460251164,0.508064221,1.052011414
799,0.611784594,0.885549983,5.354496586
800,0.737291284,0.718953446,8.524365254
801,0.637204853,0.683125016,3.124032551
802,0.952346441,1.020993965,0.914142824
803,1.036046772,1.035661984,3.896303314
804,1.000405629,0.627195468,3.442088091
805,0.513861783,0.549764303,3.600964671
806,0.637133865,0.672446936,0.879473931
807,0.955392534,1.239784661,2.381796673
808,0.823706465,0.844890602,0.764107471
809,1.439147723,1.439669537,0.146012411
810,1.367464645,1.371085783,0.256426402
811,1.07520368,1.081734008,2.546471801
812,1.220904105,1.172843015,2.292638893
813,1.680225508,1.680471142,0.49061656
814,0.732599349,0.661492285,3.791945858
815,1.40739292,1.410526071,1.011384951
816,0.582997967,0.612356824,6.879450314
817,1.016915104,1.024952118,2.729057967
818,1.506404633,1.506736139,0.157606732
819,1.253428566,1.252688403,0.143907002
820,1.173956209,1.187432423,0.456625995
821,1.171569423,1.100868631,2.379271734
822,1.400529368,1.409038313,0.284245132
823,1.252952217,1.254736814,0.48025261
824,0.82265248,0.85208785,3.664039569
825,1.174779885,1.179842363,1.794248194
826,1.054264259,0.888363507,4.194331205
827,1.012879772,0.998541838,0.878047726
828,0.796040995,0.882170224,5.116138213
829,0.864834829,0.865744108,7.748195955
830,0.68153832,0.694539273,5.205582368
831,0.779538589,0.81194662,2.212261874
832,0.69061471,0.704621102,2.995476999
833,0.926521202,0.950641272,1.152147724
834,0.819642613,0.833385901,5.233164459
835,0.790116704,0.771268677,2.811063532
836,0.867836454,0.874797128,2.856759029
837,1.016155205,1.013822826,3.182399749
838,0.449617183,0.4812574,8.354041037
839,0.389211808,0.39153326,9.795340256
840,0.578246693,0.548713206,11.00242417
841,0.628918534,0.64479431,8.022409155
842,1.248629964,1.270344314,1.716130278
843,1.191327374,1.193950372,0.93769118
844,1.381492265,1.393028016,1.159847766
845,0.470110389,0.525990005,4.438056443
846,1.164686248,1.245632476,5.295063877
847,0.813840995,0.811683415,3.784764012
848,1.044009054,1.055002471,2.493906865
849,1.190501383,1.208748872,0.218207503
850,1.291066594,1.291164895,0.340385486
851,0.218400241,0.203002347,10.32016494
852,1.336631364,1.336696486,1.714449503
853,1.064615315,1.085489956,7.228057631
854,0.367903528,0.374436579,1.590132172
855,0.904199224,0.905747557,4.375287211
856,1.317657328,1.319562482,5.212879422
857,0.433980362,0.425007686,3.3874515
858,0.169326672,0.194838332,4.711027035
859,0.74407758,0.768743975,2.636467803
860,0.962257356,0.922083292,7.239213794
861,0.798747202,0.790032767,6.47379932
862,1.116380866,1.186020225,2.46620833
863,0.761627811,0.726252943,11.59885163
864,0.850166084,0.855059743,7.221644301
865,1.363893502,1.373048298,2.006569136
866,0.762417105,0.755354724,4.755315908
867,1.047042344,1.062316578,4.123063818
868,1.369871104,1.308600958,2.467398232
869,0.863171322,0.868055296,0.7054421
870,0.571296061,0.48816263,11.09827062
871,1.264951384,1.275283732,5.443527086
872,1.206117362,1.23711835,3.533333989
873,0.39810637,0.408287198,7.292103444
874,0.865621433,0.813507391,2.799794067
875,0.749881064,0.696013911,3.814773002
876,0.489711879,0.517131539,7.12451174
877,0.415178723,0.304053387,5.08872652
878,0.613458365,0.542559063,9.301706589
879,0.256399191,0.263553545,16.19101169
880,0.28147377,0.284394178,8.230250676
881,0.999155209,1.021352806,8.326730594
882,0.577667317,0.59800477,4.407670767
883,1.100946675,1.118993861,5.275415858
884,0.513055664,0.51960927,2.839724777
885,0.598188672,0.607304226,10.2625662
886,0.878892613,0.887324498,3.013154803
887,1.020149934,1.074040397,2.241205807
888,1.307960954,1.336404723,1.889081312
889,0.983813771,0.956790324,6.299523852
890,1.08872234,1.146765739,4.298148945
891,0.594610679,0.598938138,7.070235668
892,1.182973853,1.190014791,3.99291719
893,0.543510758,0.555874725,2.453370973
894,1.170960862,1.293943575,1.907986208
895,0.607449197,0.863131349,5.99794163
896,1.032486806,0.989894079,2.331368097
897,1.115042644,1.12085695,2.764636332
898,1.05372781,1.049905748,2.055432294
899,1.248365931,1.213062731,1.929351822
900,1.135319376,1.133331471,3.545556173
901,0.960846328,0.981734139,4.808121184
902,1.272281298,1.264212868,2.730335357
903,1.336157301,1.525726197,1.139462586
904,1.136353835,1.350260615,2.36844339
905,1.168428929,1.136433214,2.322384053
906,1.079838237,0.979405987,3.304409938
907,1.207370395,1.201320006,1.178964353
908,0.945515559,0.962039464,1.995525865
909,0.804726397,0.916280314,3.076627639
910,0.905678961,0.95768143,3.024488547
911,0.827816191,0.93992142,1.269826491
912,1.153986867,1.178756367,0.91367697
913,1.124236168,1.129355311,2.059511358
914,0.944808176,0.950567338,2.806745769
915,1.427987407,1.432354306,0.548827438
916,1.161392347,1.160806766,0.560417316
917,0.979651348,0.978842555,0.986251227
918,1.372150062,1.378520929,0.245919062
919,1.284511374,1.285165696,0.140822092
920,1.148075795,1.148265063,0.193678094
921,1.445147933,1.438627363,0.323249345
922,1.103471349,1.107462342,0.145732526
923,1.090812691,1.097716985,0.828240317
924,1.027300538,1.013026243,0.555692624
925,1.197863659,1.205207561,0.688975027
926,1.055025504,1.082808348,3.805652928
927,0.873954339,0.935704617,4.726625091
928,0.940920211,0.980060575,2.113731
929,0.380120753,0.455309425,8.043853659
930,0.458145197,0.438530472,9.981618917
931,0.665930801,0.811954548,6.183600519
932,0.623068019,0.787507129,7.652215833
933,1.096060664,1.075831028,4.489859935
934,0.861813983,1.03458624,3.336613128
935,0.742352798,0.965845148,5.837236522
936,1.14229401,1.140277487,0.877301815
937,1.206189228,1.230389346,2.984149385
938,1.24830901,1.348664549,0.751148344
939,1.114994369,1.185004462,2.308593833
940,0.95346732,1.001726333,2.98215855
941,1.011599066,1.07970383,2.910081127
942,1.263931791,1.292016754,2.516470136
943,0.355463477,0.354526675,1.083942443
944,1.07323687,1.100911708,2.253624366
945,1.135319376,1.133331471,3.545556173
946,0.960846328,0.981734139,4.808121184
947,0.95700126,0.78535874,3.469795247
948,0.347774454,0.417646087,7.96592679
949,0.353876245,0.472700423,9.921206157
950,0.694346513,0.724649019,6.569690725
951,0.744581776,0.750603813,8.690422926
952,1.206000848,1.243072061,4.560903989
953,1.046500304,1.102858505,2.693152315
954,0.771023871,0.831885056,6.381973822
955,1.242030769,1.248018653,0.148258577
956,1.272281298,1.264212868,2.730335357
957,1.345998572,1.337280676,0.402864332
958,1.397232671,1.391359706,1.12557398
959,1.09323741,1.096358525,4.388584339
960,1.007132681,1.049482528,2.690369412
961,1.263702564,1.262502197,2.391013098
962,0.179254461,0.18379435,1.265516354
963,1.103090738,1.117398196,2.108043871
964,1.279115896,1.31043311,5.173659865
965,1.42936433,1.42742818,1.156753664
966,1.260909337,1.187928999,3.55951996
967,0.791044251,0.859793051,6.493349586
968,0.86176728,0.811514997,3.500111634
969,0.962886979,0.960040574,4.684600703
970,1.20893201,1.233842687,5.392105111
971,1.042804591,1.105900749,2.203808957
972,1.181347937,1.223503463,3.506640849
973,0.317676098,0.334135993,0.609857167
974,1.260986149,1.138099496,2.718202151
975,1.004835071,0.958456509,2.738850716
976,1.48876466,1.433049407,1.730622547
977,1.124236168,1.129355311,2.059511358
978,0.944808176,0.950567338,2.806745769
979,1.185873444,1.17209554,0.125328044
980,0.480168992,0.467882268,2.187196656
981,0.256674028,0.254629369,0.973939586
982,0.280902899,0.287479172,6.936111624
983,0.564677912,0.561514632,3.422645817
984,0.593529475,0.599619598,8.648472555
985,1.211032626,1.223024201,1.065246354
986,0.682511496,0.692243014,4.634454856
987,0.582658718,0.615646126,3.260009841
988,0.824375086,0.827726151,4.419215418
989,0.825130896,0.827503958,3.280892172
990,1.323583002,1.331783943,1.027463304
991,1.427987407,1.432354306,0.548827438
992,1.523638032,1.524847813,0.784903287
993,0.78371876,0.776571579,0.583464499
994,1.032536488,1.027051033,4.327712148
995,1.248358999,1.253214362,0.775898271
996,1.515622291,1.520528659,0.983493767
997,0.134921301,0.183289121,2.353677309
998,0.983181932,0.994746993,2.419997023
999,1.335702198,1.330976,1.971743079
